colony	meandp	Donor	CellType	Cell.type2	Tissue	Age	Project	Nmut	Nmut_adj_as	Nmut_indel	Nmut_adj_as_indel	Nmut_hsc_as	Nmut_hsc_as_indel	Telomere
PD40667tq	19.90841163	KX002	CD4 naive	Naive T	spleen	38	1903	1255	1276.69818	42	47.88937405	1293.92510946967	50.6121359204121	3327.3
PD40667tr	19.52006924	KX002	CD4 naive	Naive T	spleen	38	1903	930	954.5767208	36	42.33191278	972.122357141849	45.0216823644233	3693.4
PD40667ts	24.12330738	KX002	CD4 naive	Naive T	spleen	38	1903	1291	1296.202051	48	50.39033355	1305.79356712625	52.5697456521673	2853.7
PD40667tt	23.64604064	KX002	CD4 naive	Naive T	spleen	38	1903	933	939.185027	42	44.68836903	949.754793207451	46.9925340195104	3092.6
PD40667tu	31.37109033	KX002	CD4 naive	Naive T	spleen	38	1903	1209	1208.648053	49	48.67852007	1207.18258327174	48.0859095805666	3089.3
PD40667tv	19.8116804	KX002	CD4 naive	Naive T	spleen	38	1903	846	868.3834099	31	36.99729821	885.702263864402	39.7135284141752	4023.3
PD40667tw	25.54545584	KX002	CD4 naive	Naive T	spleen	38	1903	937	939.9986086	34	35.61474122	946.794611507257	37.3588145806293	2916.2
PD40667ty	27.81803418	KX002	CD4 memory	Memory T	spleen	38	1903	990	990.9775246	55	55.66268968	993.901729928845	56.5671871442937	2682.4
PD40667ub	15.13234464	KX001	B	Memory B	spleen	29	1903	2106	2298.877054	87	103.3205005	2197.42504837183	96.44655396094	6476.1
PD40667uf	12.25433644	KX001	B	Memory B	spleen	29	1903	1136	1431.109752	26	48.02979395	1284.224481357	39.0896361242355	7109.3
PD40667uh	20.94800939	KX001	B	Memory B	spleen	29	1903	1579	1652.287981	57	64.82997925	1610.21193153858	61.3147923969089	5638.4
PD40667ui	13.3656412	KX001	B	Memory B	spleen	29	1903	1056	1307.05402	29	48.68443667	1179.26666377744	40.5767249291069	4125.3
PD40667uj	22.27173972	KX001	B	Memory B	spleen	29	1903	2531	2587.545119	126	132.3445698	2554.55290149479	129.459935967373	11165.3
PD40667uk	14.16469684	KX001	B	Memory B	spleen	29	1903	2525	2748.083921	71	89.11003656	2632.78786650431	81.5736892859099	10640.9
PD40667ul	8.301950187	KX001	B	Memory B	spleen	29	1903	1440	1954.996807	27	59.06480983	1721.2476419413	46.7871572340722	6342.2
PD40667um	26.16259105	KX001	B	Naive B	spleen	29	1903	612	633.1369341	34	36.71341951	620.292047516413	35.4374128206775	3856.9
PD40667un	7.5162839	KX001	B	Naive B	spleen	29	1903	269	842.8294778	9	43.42183188	587.787932372333	30.4073089981389	3616
PD40667uo	9.897603501	KX001	B	Memory B	spleen	29	1903	913	1325.489056	30	57.66817994	1130.67013722127	46.8108693792949	4761.3
PD40667uq	9.203078902	KX001	B	Naive B	spleen	29	1903	358	812.5099568	6	35.52012522	601.433148957341	24.0570155359696	5456.4
PD40667ur	15.07243398	KX001	B	Memory B	spleen	29	1903	3224	3418.639083	86	102.4277243	3316.36879640687	95.5136868750284	11642.2
PD40667us	24.69077659	KX001	T	Naive T	spleen	29	1903	887	919.4804655	29	32.96925025	900.021811137788	31.1252574394206	3233.9
PD40667ut	12.50069534	KX001	T	Naive T	spleen	29	1903	489	773.7876066	14	35.49360357	631.317110183746	26.7418464045196	4110.1
PD40667uu	22.90988246	KX001	T	Naive T	spleen	29	1903	756	805.4458442	25	30.67737442	776.383103150918	28.0808617257456	3414.5
PD40667uv	23.45988407	KX001	T	Naive T	spleen	29	1903	776	819.7818289	30	35.12635456	793.890485098656	32.7701999846279	3799.7
PD40667uw	16.10337033	KX001	T	Memory T	spleen	29	1903	2151	2317.149949	72	86.64544007	2228.28440354549	80.4047036616544	3341.1
PD40667ux	24.42044193	KX001	T	Naive T	spleen	29	1903	926	960.8100906	44	48.21469009	940.013360033058	46.2611935406576	3765.8
PD40667uy	20.6056504	KX001	T	Naive T	spleen	29	1903	692	770.1074035	22	30.23768774	725.460632301554	26.5519460751161	3274.8
PD40667uz	10.09721469	KX001	T	Naive T	spleen	29	1903	399	800.096711	5	32.1527804	609.76188524234	21.4660831368714	3291.6
PD40667va	25.10693867	KX001	T	Memory T	spleen	29	1903	1473	1502.050276	78	81.60060201	1484.57392587159	79.9219881274386	2293
PD40667vb	25.14838958	KX001	T	Naive T	spleen	29	1903	811	839.7186607	22	25.5644831	822.434734412425	23.9021317983991	3623.8
PD40667vc	25.29711694	KX001	T	Naive T	spleen	29	1903	792	819.543405	28	31.43576888	802.942571128979	29.8314584176235	3401.6
PD40667vd	22.35689106	KX001	T	Naive T	spleen	29	1903	640	695.5634655	26	32.25376494	663.111691259522	29.4081605699417	3653.8
PD40667ve	29.05066821	KX001	T	Naive T	spleen	29	1903	799	803.2931046	35	35.60337008	800.619660295217	35.3133327063378	3725.9
PD40667vf	23.31867429	KX001	T	Naive T	spleen	29	1903	547	592.1976612	24	29.26575659	565.510424822587	26.8485840348252	3892.7
PD40667vg	21.13186671	KX001	T	Naive T	spleen	29	1903	637	707.7868778	30	37.61512738	667.052408482615	34.1902452231418	4051.7
PD40667vh	33.36549387	KX001	T	Naive T	spleen	29	1903	747	735.4147843	43	41.16380452	742.840200905364	42.071954664701	4423.6
PD40667vi	51.87735419	KX001	T	Naive T	spleen	29	1903	696	665.1886993	41	34.2240522	686.076474332741	37.8461578048181	3692.6
PD40667vj	24.02446089	KX001	T	Naive T	spleen	29	1903	794	832.3735608	44	48.5829146	809.54243848188	46.466018300443	3892.5
PD40667vk	21.73408533	KX001	T	Naive T	spleen	29	1903	861	924.0004816	23	29.93092244	887.476593455421	26.7956255251284	3374.5
PD40667vl	34.27547695	KX001	T	Naive T	spleen	29	1903	795	781.0590525	31	28.73892021	790.039604901843	29.8632692356127	4341.8
PD40667vm	26.01322404	KX001	T	Memory T	spleen	29	1903	1160	1182.191817	49	51.83490269	1168.72460642455	50.5033714235585	2485.2
PD40667vn	9.571939874	KX001	T	Memory T	spleen	29	1903	1288	1719.72134	14	42.52506869	1517.40742035976	31.3860608091015	2908.3
PD40667vo	8.329152907	KX001	T	Memory T	spleen	29	1903	1154	1667.06534	19	50.98555741	1434.02753662629	38.7329706051465	2362.1
PD40667vp	15.21385937	KX001	T	Memory T	spleen	29	1903	1265	1455.501574	18	34.17535209	1355.15491814308	27.3557597071855	3006.9
PD40667vq	33.99237821	KX001	T	Naive T	spleen	29	1903	782	768.7623274	35	32.86814117	777.27674741121	33.9264756373382	3215.7
PD40667vt	10.62670865	KX002	B Memory	Memory B	blood	38	1903	1254	1646.130056	44	71.50833628	1469.69180983696	64.474633265823	10183.8
PD40667vu	11.73824872	KX002	B Memory	Memory B	blood	38	1903	6109	6387.417753	143	166.1678094	6286.71562587803	161.799811684806	11979.6
PD40667vw	11.51407162	KX002	B Naive	Naive B	blood	38	1903	755	1053.33678	11	34.98810006	939.819097662613	30.1313552115356	5051.3
PD40667vx	14.28131834	KX002	B Naive	Naive B	blood	38	1903	1190	1316.933023	46	61.50353671	1303.25137934515	61.2485186608496	3310.6
PD40667vy	11.31587945	KX002	B Memory	Memory B	blood	38	1903	1172	1489.126365	41	65.73573672	1363.32408978683	60.4270694284677	12132.6
PD40667vz	20.20077784	KX002	CD4 Naive	Naive T	blood	38	1903	879	898.7466675	35	40.57218621	915.650944809541	43.3081648511664	5374.3
PD40667wa	11.57255198	KX002	CD4 Naive	Naive T	blood	38	1903	935	1228.007655	26	49.77155091	1117.9403885647	45.044567195179	3964.7
PD40667wc	28.9504947	KX002	CD4 Memory	Memory T	blood	38	1903	1458	1458.389506	61	61.29281863	1459.70049990497	61.7359696591215	2659.3
PD40667wd	23.3384382	KX002	CD4 Naive	Naive T	blood	38	1903	1205	1211.899348	49	51.89161972	1223.10404497984	54.2695308455102	6114.8
PD40667we	22.38779392	KX002	CD4 Naive	Naive T	blood	38	1903	1134	1143.586064	50	53.57991606	1156.7391464647	56.1484551714246	5432.4
PD40667wf	25.34343147	KX002	CD4 Naive	Naive T	blood	38	1903	930	933.2561258	47	48.71546459	940.434627841996	50.5264783099101	5779.2
PD40667wg	13.72407382	KX002	CD4 Naive	Naive T	blood	38	1903	1105	1255.819597	25	41.95111392	1230.13792427803	40.9947088226298	3745.9
PD40667wh	16.57466753	KX002	CD4 Naive	Naive T	blood	38	1903	934	996.2386907	33	43.63228795	1008.45336312872	45.3541745403774	5858
PD40667wi	22.11160419	KX002	CD4 Naive	Naive T	blood	38	1903	1175	1185.52541	54	57.79823006	1199.22929375079	60.4104265823477	7999.3
PD40667wj	12.0515425	KX002	CD8 Naive	Naive T	blood	38	1903	633	885.7810498	12	34.06497454	801.22256636378	30.3416451770907	5264.3
PD40667wk	14.00950929	KX002	CD4 Memory	Memory T	blood	38	1903	1698	1836.074197	40	56.19509776	1816.91150501298	55.6103190014003	3469.7
PD40667wl	8.49367828	KX002	CD4 Memory	Memory T	blood	38	1903	668	1423.972358	13	51.06409404	979.556476744676	36.9149881576196	6086.9
PD40667wm	17.311107	KX002	CD4 Naive	Naive T	blood	38	1903	1150	1199.431901	43	52.38020895	1214.8268476362	54.4820878969996	6717.2
PD40667wo	17.90507803	KX002	CD8 Naive	Naive T	blood	38	1903	1029	1070.01772	25	33.46289712	1086.87886731535	35.7980137566292	14776.1
PD40667wp	18.52724929	KX002	CD4 Memory	Memory T	blood	38	1903	1606	1639.704602	51	58.58269635	1657.30211319464	61.0994479820048	2299.4
PD42473b_lo0001	31.30137871	TX001	CD4 Naive	Naive T	tonsil	4	1903	286	245.3343893	12	6.830589192	245.3343893	6.830589192	4910.4
PD42473b_lo0003	13.66552816	TX001	CD8 Naive	Naive T	tonsil	4	1903	211	274.1797105	8	12.01616602	274.1797105	12.01616602	4312
PD42473b_lo0004	11.0613129	TX001	CD8 Naive	Naive T	tonsil	4	1903	138	245.005843	2	7.965678297	245.005843	7.965678297	4629
PD42473b_lo0005	20.39774242	TX001	CD8 Naive	Naive T	tonsil	4	1903	254	251.4294126	13	12.77833394	251.4294126	12.77833394	7110.7
PD42473b_lo0006	16.27224259	TX001	CD4 Memory	Memory T	tonsil	4	1903	510	541.2248088	18	20.24692846	541.2248088	20.24692846	5586.4
PD42473b_lo0007	15.10223675	TX001	CD4 Memory	Memory T	tonsil	4	1903	320	364.3238356	9	12.01962404	364.3238356	12.01962404	14911.5
PD42473b_lo0008	16.96474092	TX001	CD8 Memory	Memory T	tonsil	4	1903	259	283.3057908	4	5.805352602	283.3057908	5.805352602	12706.7
PD42473b_lo0010	13.07716178	TX001	CD4 Naive	Naive T	tonsil	4	1903	201	272.9043227	11	15.44007133	272.9043227	15.44007133	4501.8
PD42473b_lo0013	24.02519993	TX001	CD4 Naive	Naive T	tonsil	4	1903	316	294.9279807	17	14.90265005	294.9279807	14.90265005	4481.7
PD42473b_lo0015	20.18739587	TX001	CD4 Memory	Memory T	tonsil	4	1903	263	261.7733707	13	12.89514895	261.7733707	12.89514895	5453.8
PD42473b_lo0016	33.30960513	TX001	CD4 Naive	Naive T	tonsil	4	1903	324	280.3501706	20	14.12058053	280.3501706	14.12058053	3804.2
PD42473b_lo0019	22.17362962	TX001	CD4 Naive	Naive T	tonsil	4	1903	229	216.3544285	13	11.82808305	216.3544285	11.82808305	7017.3
PD42473b_lo0021	16.53567561	TX001	CD8 Naive	Naive T	tonsil	4	1903	289	317.5238526	12	14.07759195	317.5238526	14.07759195	4404.2
PD42473b_lo0022	13.9719052	TX001	CD8 Memory	Memory T	tonsil	4	1903	233	291.8778348	9	12.79911403	291.8778348	12.79911403	8875
PD42473b_lo0023	17.94716345	TX001	CD4 Naive	Naive T	tonsil	4	1903	239	254.437889	11	12.19831096	254.437889	12.19831096	7357.9
PD42473b_lo0028	34.56753999	TX001	CD4 Naive	Naive T	tonsil	4	1903	391	345.819913	24	17.70239183	345.819913	17.70239183	7569.6
PD42473b_lo0030	24.15936355	TX001	CD4 Memory	Memory T	tonsil	4	1903	420	398.3879896	16	13.83806435	398.3879896	13.83806435	5192.7
PD42473b_lo0031	31.07745335	TX001	CD8 Memory	Memory T	tonsil	4	1903	459	418.7145842	31	25.91313277	418.7145842	25.91313277	3713.7
PD42473b_lo0032	15.28165611	TX001	CD4 Naive	Naive T	tonsil	4	1903	309	351.1921549	7	9.898913688	351.1921549	9.898913688	5348.8
PD42473b_lo0035	19.47865295	TX001	CD4 Naive	Naive T	tonsil	4	1903	367	370.5633665	6	6.295619851	370.5633665	6.295619851	6190.8
PD42473b_lo0038	12.73173525	TX001	CD4 Memory	Memory T	tonsil	4	1903	289	366.3250148	9	13.69334959	366.3250148	13.69334959	7754
PD42473b_lo0039	30.62352133	TX001	CD4 Memory	Memory T	tonsil	4	1903	398	358.5178066	21	16.08260928	358.5178066	16.08260928	6036.2
PD42473b_lo0042	39.03990337	TX001	CD4 Naive	Naive T	tonsil	4	1903	262	212.9363668	17	9.366030122	212.9363668	9.366030122	7702.4
PD42473b_lo0044	19.17648284	TX001	CD4 Memory	Memory T	tonsil	4	1903	456	461.7344923	22	22.46963176	461.7344923	22.46963176	6273.4
PD42473b_lo0046	43.18121043	TX001	CD4 Naive	Naive T	tonsil	4	1903	314	262.8102358	20	11.31381409	262.8102358	11.31381409	5135
PD42473b_lo0049	20.96555315	TX001	CD4 Naive	Naive T	tonsil	4	1903	267	260.9685903	11	10.46757744	260.9685903	10.46757744	10341.6
PD42473b_lo0051	16.67456681	TX001	CD8 Naive	Naive T	tonsil	4	1903	268	295.1342741	7	8.988985062	295.1342741	8.988985062	9254.1
PD42473b_lo0052	15.35975508	TX001	CD8 Naive	Naive T	tonsil	4	1903	192	233.278691	7	9.846623789	233.278691	9.846623789	6739.3
PD42473b_lo0053	23.12391703	TX001	CD8 Naive	Naive T	tonsil	4	1903	278	260.7931592	23	21.34507358	260.7931592	21.34507358	7401.5
PD42473b_lo0054	24.28034405	TX001	CD4 Memory	Memory T	tonsil	4	1903	287	264.9085596	14	11.78010412	264.9085596	11.78010412	2527.6
PD42473b_lo0055	9.244022826	TX001	B Naive	Naive B	tonsil	4	1903	131	277.9375897	4	11.44374518	277.9375897	11.44374518	5584.7
PD42473b_lo0056	7.009600966	TX001	B Naive	Naive B	tonsil	4	1903	52	261.8176783	7	16.40515352	261.8176783	16.40515352	3981.2
PD42473b_lo0057	7.220489004	TX001	B Naive	Naive B	tonsil	4	1903	63	266.1262949	3	12.21290902	266.1262949	12.21290902	6461.9
PD42473b_lo0058	8.004956681	TX001	B Naive	Naive B	tonsil	4	1903	113	292.6890995	2	10.51102882	292.6890995	10.51102882	6777.1
PD42473b_lo0059	21.62112629	TX001	B Naive	Naive B	tonsil	4	1903	222	212.2590777	3	2.11694746	212.2590777	2.11694746	6983.7
PD42473b_lo0060	14.40978007	TX001	B Naive	Naive B	tonsil	4	1903	181	234.0012768	12	15.49321221	234.0012768	15.49321221	6325.7
PD42473b_lo0063	16.39363962	TX001	B Naive	Naive B	tonsil	4	1903	199	228.969381	14	16.16868519	228.969381	16.16868519	4283.7
PD42473b_lo0065	14.2844885	TX001	B Naive	Naive B	tonsil	4	1903	183	237.6509221	9	12.58022728	237.6509221	12.58022728	6924.3
PD42473b_lo0066	11.59819643	TX001	B Memory	Memory B	tonsil	4	1903	628	724.8012484	28	33.54799589	724.8012484	33.54799589	11132.2
PD42775b_lo0005	8.558130489	TX002	B Memory	Memory B	tonsil	4	1903	244	415.1122614	4	12.02839497	415.1122614	12.02839497	9468.2
PD42775b_lo0006	14.130182	TX002	B Memory	Memory B	tonsil	4	1903	598	658.8572736	28	31.68795856	658.8572736	31.68795856	11472.9
PD42775b_lo0008	9.561262718	TX002	B Memory	Memory B	tonsil	4	1903	737	882.8083392	23	30.17838943	882.8083392	30.17838943	128195.7
PD42775b_lo0010	9.719102504	TX002	B Naive	Naive B	tonsil	4	1903	165	307.082214	4	11.04753944	307.082214	11.04753944	9172.4
PD42775b_lo0011	13.08477491	TX002	B Memory	Memory B	tonsil	4	1903	988	1064.610706	56	60.43452558	1064.610706	60.43452558	42546
PD42775b_lo0012	10.40573628	TX002	B Memory	Memory B	tonsil	4	1903	1588	1714.626328	42	48.48727114	1714.626328	48.48727114	35776.7
PD42775b_lo0016	21.47767519	TX002	CD4 Naive	Naive T	tonsil	4	1903	288	278.0678032	21	20.19293442	278.0678032	20.19293442	6580.9
PD42775b_lo0018	20.82242512	TX002	CD4 Naive	Naive T	tonsil	4	1903	261	255.2676521	10	9.545285342	255.2676521	9.545285342	5822.5
PD42775b_lo0019	10.8243495	TX002	CD8 Naive	Naive T	tonsil	4	1903	134	251.7767409	6	12.15272953	251.7767409	12.15272953	9469.3
PD42874b_lo0001	28.88543605	CB001	CD4 Naive	Naive T	cordblood	0	2073	116	110.9226957	7	4.466673923	116.050764926215	7.07117412232909	6414.8
PD42874b_lo0002	12.36362801	CB001	CD4 Naive	Naive T	cordblood	0	1903	100	122.2005376	1	3.177205522	107.465386111182	3.12570332568791	5289.1
PD42874b_lo0003	21.09972668	CB001	CD4 Naive	Naive T	cordblood	0	1903	121	119.7904358	10	9.686456907	122.046434741642	10.7565219735901	6622.1
PD42874b_lo0004	19.69907439	CB001	CD4 Naive	Naive T	cordblood	0	1903	113	113.3802819	2	2.085796992	114.466891324349	2.92416183945788	9853
PD42874b_lo0005	25.48558763	CB001	CD4 Naive	Naive T	cordblood	0	2073	148	143.925521	5	3.436004364	148.303258614536	5.32565728113304	5841.4
PD42874b_lo0006	18.46183881	CB001	CD8 Naive	Naive T	cordblood	0	1903	134	136.2095168	6	6.438544982	135.955387564663	7.08643386210708	6040.4
PD42874b_lo0007	24.01116241	CB001	CD4 Naive	Naive T	cordblood	0	2073	116	112.6241667	9	7.856377864	116.482163958293	9.45612809315064	5714.2
PD42874b_lo0008	23.29029146	CB001	CD4 Naive	Naive T	cordblood	0	2073	102	99.04886279	8	7.061905348	102.591784051405	8.52494753038934	6984.1
PD42874b_lo0009	21.92457337	CB001	CD4 Naive	Naive T	cordblood	0	2073	102	100.043386	5	4.451285118	102.850523065065	5.66516435925881	5109.7
PD42874b_lo0011	24.02119938	CB001	CD4 Naive	Naive T	cordblood	0	2073	139	135.618677	5	3.853516216	139.480750910119	5.45519400207572	5778.5
PD42874b_lo0012	22.52461012	CB001	CD4 Naive	Naive T	cordblood	0	1903	100	97.5726859	5	4.280208608	100.727738966378	5.60191835268912	6037.6
PD42874b_lo0013	19.42743288	CB001	CD4 Memory	Memory T	cordblood	0	1903	107	107.7438734	7	7.16324454	108.563623290169	7.95860455354555	7342.9
PD42874b_lo0014	18.04880682	CB001	CD8 Memory	Memory T	cordblood	0	1903	88	90.92866593	10	10.55630451	90.1485819401651	11.1437853022612	6891.1
PD42874b_lo0016	8.200257241	CB001	B Naive	Naive B	cordblood	0	1903	69	128.2348845	1	4.364223956	87.0433063621521	4.13495125897273	6066.2
PD42874b_lo0017	13.87174717	CB001	B Naive	Naive B	cordblood	0	1903	112	126.8014093	2	3.747225812	117.399893151633	3.82637865171384	7052.5
PD42874b_lo0018	13.43129149	CB001	B Naive	Naive B	cordblood	0	1903	76	92.73578032	2	3.872804194	81.9376041682487	3.91058140789636	4897.3
PD42874b_lo0019	8.84124578	CB001	B Naive	Naive B	cordblood	0	1903	66	117.3386422	2	5.181471624	81.763113026634	4.95994692856832	6717.5
PD42874b_lo0020	6.109694756	CB001	B Naive	Naive B	cordblood	0	1903	24	117.3475889	4	7.960263951	51.9992953911369	7.76301204452352	8017.5
PD42874b_lo0021	7.605457176	CB001	B Naive	Naive B	cordblood	0	1903	38	105.5300349	2	5.533807345	58.44967991831	5.30446358662032	8108.4
PD42874b_lo0022	14.40175475	CB001	B Naive	Naive B	cordblood	0	1903	106	118.6896918	2	3.596115266	110.814986647914	3.72841203805595	6094.6
PD42874b_lo0023	15.27520154	CB001	B Naive	Naive B	cordblood	0	1903	107	116.6648643	3	4.347086849	110.981464932855	4.57462893684372	8173.8
PD43974ad	12.50469491	KX003	HSC	HSC	bonemarrow	81	2129	1094	1362.534346	34	78.43076107	1204.70769770785	58.1741103111552	2428.6
PD43974at	13.31507141	KX003	HSC	HSC	bonemarrow	81	2129	1430	1668.849257	27	69.16269189	1518.45117005043	49.0747056611409	1773.3
PD43974bc	8.520906295	KX003	HSC	HSC	bonemarrow	81	2129	973	1442.170318	36	91.90320535	1305.14941259724	72.9350829240497	2144.6
PD43974bl	15.00101512	KX003	HSC	HSC	bonemarrow	81	2129	1416	1602.160855	43	80.51339585	1471.35054716006	61.1516439702625	2327.6
PD43974bz	11.97524134	KX003	HSC	HSC	bonemarrow	81	2129	1151	1440.666354	27	72.92441089	1279.16285151795	52.627465873457	2786.5
PD43974ci	15.65969283	KX003	HSC	HSC	bonemarrow	81	2129	1388	1556.483168	21	56.72208624	1434.04631175449	37.7678984646331	2860.3
PD43974cu	6.619281096	KX003	B Naive	Naive B	spleen	81	1903	600	1207.767824	48	109.573633	1160.33461948708	92.7636479120054	3197.5
PD43974cx	7.396889687	KX003	B Memory	Memory B	spleen	81	1903	822	1368.975835	17	76.23942084	1274.48750686741	58.4059725475676	12788.7
PD43974cy	11.34338297	KX003	B Naive	Naive B	spleen	81	1903	1270	1586.840827	36	83.71927768	1422.60146958769	63.4513981396665	3412.2
PD43974da	6.698490524	KX003	B Memory	Memory B	spleen	81	1903	1399	2000.293901	17	78.33487565	1947.26682081047	61.4111924320387	19493.4
PD43974db	10.211753	KX003	B Memory	Memory B	spleen	81	1903	2594	2965.378904	97	147.9676267	2802.50551050213	127.978044042006	8904
PD43974de	15.65235354	KX003	B Memory	Memory B	spleen	81	1903	2914	3082.672007	128	163.741968	2960.14098816386	144.782885570063	29411.9
PD43974df	7.297794155	KX003	B Memory	Memory B	spleen	81	1903	1552	2106.389572	22	81.53568943	2016.98613057466	63.821403381228	12539.2
PD43974dh	16.10904366	KX003	B Memory	Memory B	spleen	81	1903	4707	4864.253642	220	254.5080602	4747.59811736039	235.868174161305	33983.9
PD43974di	12.15284588	KX003	B Memory	Memory B	spleen	81	1903	2679	2961.416857	126	171.4223209	2801.02272205129	151.132495864495	11446.5
PD43974dj	7.293368253	KX003	B Memory	Memory B	spleen	81	1903	1970	2524.722904	24	83.54893003	2435.55233433032	65.8400413513042	11611.3
PD43974dk	8.015277482	KX003	B Memory	Memory B	spleen	81	1903	1392	1894.784285	24	81.39846931	1773.72211221609	62.8925426293799	19912.6
PD43974dp	11.40501061	KX003	CD8 Memory	Memory T	spleen	81	1903	1677	1991.092252	49	96.54362335	1827.02707491768	76.269078935615	2863.7
PD43974dr	17.53891444	KX003	CD4 Naive	Naive T	bonemarrow	81	1903	2158	2283.543118	85	115.6877191	2185.12424206635	98.2273106132676	3462.5
PD43974ds	15.20354072	KX003	CD4 Naive	Naive T	bonemarrow	81	1903	2104	2284.565345	93	129.9611246	2156.30872260082	110.717748638	2136.6
PD43974dt	18.39409812	KX003	CD4 Naive	Naive T	blood	81	2073	2121	2230.18116	91	119.4336104	2142.2586952404	102.79717160271	2979.1
PD43974du	16.61793099	KX003	CD4 Naive	Naive T	bonemarrow	81	1903	2129	2274.294912	96	129.1409764	2164.18724980643	110.890620490695	3211.1
PD43974dv	17.96490747	KX003	CD4 Naive	Naive T	blood	81	2073	1924	2041.168098	83	112.5620206	1948.03055056353	95.5016823427368	4128.6
PD43974dw	16.43017531	KX003	CD4 Naive	Naive T	bonemarrow	81	1903	1825	1974.616398	86	119.6444071	1862.09622015375	101.246289782905	2673.9
PD43974dy	11.88831704	KX003	CD4 Memory	Memory T	blood	81	2073	1844	2137.275165	58	104.1705312	1975.27881236428	83.8725033775328	2298.7
PD43974dz	16.7075149	KX003	CD4 Memory	Memory T	blood	81	2073	2439	2582.269443	88	120.9011695	2473.31050601482	102.722946353362	3225.7
PD43974ea	12.8447077	KX003	CD4 Memory	Memory T	blood	81	2073	2202	2457.702001	67	110.4764814	2302.76378784891	90.2752892097048	3450.6
PD43974eb	16.14649125	KX003	CD4 Memory	Memory T	blood	81	2073	1930	2086.346753	78	112.4071802	1970.17368975303	93.7947628254667	2789.9
PD43974ec	7.795007664	KX003	B Memory	Memory B	blood	81	2073	1272	1790.124361	20	78.05266679	1677.56375918424	59.7724379759389	1024.5
PD43974m	13.43442864	KX003	HSC	HSC	bonemarrow	81	2129	1194	1428.732289	28	69.83047297	1279.57147341609	49.7777459171636	2439.9
PD43974v	12.40452335	KX003	HSC	HSC	bonemarrow	81	2129	1215	1487.42304	36	80.71263847	1328.81865248846	60.4439985913328	2470.7
PD43974z	14.14720184	KX003	HSC	HSC	bonemarrow	81	2129	1264	1475.418478	35	74.85631675	1334.20640694512	55.0668543535352	2135.8
T1_A1	32.21590516	AX001	CD4 Naive	Naive T	blood	63	1903	1584	1558.18928	62	58.84694648	1583.12045278813	60.4728048625208	4190.2
T1_A10	30.85914145	AX001	CD4 Naive	Naive T	blood	63	1903	1594	1583.355816	79	77.74149447	1593.60574165064	78.3788777028827	2488.3
T1_A11	29.97635822	AX001	CD4 Naive	Naive T	blood	63	1903	1501	1501.305126	50	50.03529774	1501.011973899	50.0176398524909	3615.6
T1_A12	28.38059661	AX001	CD4 Naive	Naive T	blood	63	1903	1750	1772.534735	71	73.50325301	1750.98860548132	72.2802537598328	2932.3
T1_A2	24.97018325	AX001	CD4 Naive	Naive T	blood	63	1903	1389	1471.721022	53	61.38540566	1393.7452997665	57.5163981197719	3096.4
T1_A4	26.73838544	AX001	CD4 Naive	Naive T	blood	63	1903	1408	1457.138159	60	65.22743864	1410.44061580413	62.7398804156456	3472.2
T1_A5	24.02873604	AX001	CD4 Naive	Naive T	blood	63	1903	1312	1414.991306	46	56.168043	1318.40633791323	51.5584303427634	2339.9
T1_A7	26.74793979	AX001	CD4 Naive	Naive T	blood	63	1903	1468	1516.971299	51	56.21102172	1470.43050580062	53.7308802047647	2489.5
T1_A8	24.66017663	AX001	CD4 Naive	Naive T	blood	63	1903	1111	1200.20039	44	52.9644018	1116.25355973963	48.8517759688993	2681.8
T1_B10	28.1710367	AX001	CD4 Naive	Naive T	blood	63	1903	1342	1367.707297	53	55.84019938	1343.14518859756	54.4570737412129	2786.6
T1_B5	26.99830423	AX001	CD4 Naive	Naive T	blood	63	1903	1479	1523.651696	68	72.78326967	1481.17326702683	70.497240681735	2575.1
T1_B7	26.51702114	AX001	CD4 Naive	Naive T	blood	63	1903	1687	1740.045748	74	79.60968206	1689.68108415869	76.9501297876842	2614.4
T1_B8	24.17025831	AX001	CD4 Naive	Naive T	blood	63	1903	1337	1436.829477	44	53.895409	1343.13341651479	49.3972533244145	3910
T1_C4	19.59251254	AX001	CD8 Naive	Naive T	blood	63	1903	1088	1314.541599	35	54.61867494	1109.40676961608	46.5386243882628	2202.6
T1_C8	29.70817081	AX001	CD8 Naive	Naive T	blood	63	1903	1357	1360.813851	42	42.4382427	1357.15239854366	42.219851495477	3597.7
T1_F1	27.52843807	AX001	CD4 Memory	Memory T	blood	63	1903	1632	1667.831089	61	64.89268018	1633.67452727637	63.0161702184634	2354.7
T1_F5	23.87905634	AX001	CD4 Memory	Memory T	blood	63	1903	1668	1774.381082	65	75.4582159	1674.70469501186	70.730690332549	1548.8
T10_A1	25.13446118	AX001	CD4 Naive	Naive T	blood	63	1903	1499	1578.362611	78	86.08171954	1503.49011911627	82.3416788408477	2548.8
T10_A11	20.09504317	AX001	CD4 Naive	Naive T	blood	63	1903	1165	1374.84828	49	67.45475549	1183.85864382964	59.7616660566111	3357.8
T10_A3	26.20575659	AX001	CD4 Naive	Naive T	blood	63	1903	1208	1266.678442	55	61.1533949	1211.04032355817	58.2514771175934	2827.9
T10_A4	27.62931045	AX001	CD4 Naive	Naive T	blood	63	1903	1571	1605.201521	69	72.72552391	1572.58624029782	70.9266898174638	2025
