colony	meandp	Donor	CellType	Cell.type2	Tissue	Age	Project	Nmut	Nmut_adj_as	Nmut_indel	Nmut_adj_as_indel	Nmut_hsc_as	Nmut_hsc_as_indel
PD40521ru	21.52852692	KX001	T	Naive T	blood	29	1903	775	840.5900891	28	35.16114777	802.66001134612	31.9280647237966
PD40521rv	26.8129804	KX001	T	Naive T	blood	29	1903	752	768.774864	22	24.19937113	758.520465972264	23.1597477854872
PD40521rw	20.56317895	KX001	T	Naive T	blood	29	1903	782	860.7203498	36	44.28896788	815.747959319239	40.5818486821108
PD40521rx	25.29176264	KX001	T	Naive T	blood	29	1903	919	946.5853202	40	43.44037863	929.960093314828	41.8339871479555
PD40521ry	23.88959361	KX001	T	Naive T	blood	29	1903	648	687.6296821	20	24.71073699	664.084905980815	22.5373638599497
PD40521rz	26.34374248	KX001	T	Naive T	blood	29	1903	742	761.8847356	27	29.56782316	749.780636045627	28.3585313242235
PD40521sa	27.0635904	KX001	T	Naive T	blood	29	1903	781	796.1899686	39	41.00761504	786.88386551524	40.0567767356855
PD40521sb	27.40667167	KX001	T	Naive T	blood	29	1903	801	814.1022338	38	39.75063565	806.051308625755	38.9193111786121
PD40521sr	25.00030904	KX001	T	Naive T	blood	29	1903	790	819.9115812	33	36.69401096	801.936101089988	34.9733889770261
PD40521ss	26.25225941	KX001	T	Naive T	blood	29	1903	835	855.513426	36	38.64111405	843.037118477225	37.3982158441904
PD40521st	23.84451328	KX001	T	Naive T	blood	29	1903	792	832.0544864	39	43.75373998	808.268762521931	41.5613944781157
PD40521su	19.99850151	KX001	T	Naive T	blood	29	1903	759	846.1994109	29	37.98583776	796.752448423676	33.9898236228954
PD40521sv	23.65302698	KX001	T	Naive T	blood	29	1903	830	871.8868594	43	47.93795855	847.064111048557	45.6644965406089
PD40521sw	20.23822323	KX001	T	Memory T	blood	29	1903	2119	2202.523733	64	72.68654287	2155.0097595723	68.8142388476814
PD40521sx	28.15804169	KX001	T	Naive T	blood	29	1903	827	835.842278	39	40.20946586	830.374741568368	39.6318609572222
PD40521sy	27.82212224	KX001	T	Naive T	blood	29	1903	863	873.6955278	26	27.44780569	867.100345857166	26.7581131292296
PD40521sz	28.48327051	KX001	T	Naive T	blood	29	1903	867	874.1234143	55	55.98412385	869.707142630795	55.5130047791715
PD40521ta	28.31213414	KX001	T	Naive T	blood	29	1903	768	776.0188357	37	38.10204383	771.05426176395	37.5751388974206
PD40521tb	28.68626317	KX001	T	Naive T	blood	29	1903	866	872.0868027	29	29.84612008	868.307112001571	29.4404643348126
PD40521tc	19.11094541	KX001	T	Naive T	blood	29	1903	908	1009.849444	36	46.13990647	952.795553519808	41.6718818654506
PD40521td	18.96609183	KX001	T	Naive T	blood	29	1903	812	916.4047856	34	44.33533434	858.039293609442	39.7881488168254
PD40521te	19.1512464	KX001	T	Naive T	blood	29	1903	717	818.147003	36	46.08589494	761.454430619312	41.6397871137824
PD40521tf	27.07010899	KX001	T	Naive T	blood	29	1903	691	706.1494259	33	35.00267287	696.867631941858	34.0541272799722
PD40521tg	28.61729331	KX001	T	Naive T	blood	29	1903	951	957.4359486	35	35.89278381	953.441627385866	35.4649713190417
PD40521th	35.14356711	KX001	T	Naive T	blood	29	1903	910	894.0569116	43	40.35866483	904.373741926923	41.6786463920978
PD40521ti	22.84762524	KX001	T	Naive T	blood	29	1903	670	720.1128389	18	23.74112855	690.67880156462	21.1169480412243
PD40521tj	14.70450372	KX001	T	Naive T	blood	29	1903	714	919.7660413	23	40.09642541	812.359737339626	32.9335293877952
PD40521tk	25.81273245	KX001	T	Naive T	blood	29	1903	758	781.6403143	30	33.00002831	767.321103407392	31.5932292517801
PD40521tl	19.55236254	KX001	T	Naive T	blood	29	1903	748	842.3523636	27	36.55674962	789.172295756872	32.3262529144264
PD40521tm	16.07415526	KX001	T	Naive T	blood	29	1903	667	833.9058793	18	32.69415201	744.679687117527	26.4348144893895
PD40521tn	20.70791394	KX001	T	Naive T	blood	29	1903	670	746.6453141	37	45.11485225	702.776460922037	41.4803850799259
PD40521to	21.08000546	KX001	T	Naive T	blood	29	1903	779	850.4863438	31	38.67544514	809.376161368799	35.2251807219183
PD40521tp	23.10619841	KX001	T	Naive T	blood	29	1903	905	952.3775662	55	60.4781934	924.469043238159	57.9683092437096
PD40521tq	23.11748916	KX001	T	Naive T	blood	29	1903	982	1029.260206	46	51.46682276	1001.4173082458	48.9618926368636
PD40521tr	14.84536494	KX001	T	Naive T	blood	29	1903	655	856.4431939	18	34.83832612	751.025887334815	27.7712450707673
PD40521ts	28.93288439	KX001	T	Naive T	blood	29	1903	1010	1014.863611	42	42.68113887	1011.83765021289	42.3539958206913
PD40521tt	27.40562597	KX001	T	Naive T	blood	29	1903	928	941.1084586	41	42.75140956	933.053780611948	41.9197242418879
PD40521tu	27.13416654	KX001	T	Naive T	blood	29	1903	718	732.7528588	33	34.95423224	723.708979987483	34.0281705191136
PD40521tv	21.70416593	KX001	T	Naive T	blood	29	1903	844	907.3731145	35	41.96422087	870.646516712419	38.814758870909
PD40521tw	23.39756936	KX001	T	Naive T	blood	29	1903	715	759.4034265	32	37.18769753	733.162397104993	34.8046746898253
PD40521tx	23.0741912	KX001	T	Naive T	blood	29	1903	874	921.7111872	22	27.51047627	893.616188712261	24.9865320426427
PD40521ty	24.22342165	KX001	T	Naive T	blood	29	1903	796	832.5601894	32	36.39659142	810.762484503357	34.3622445980486
PD40521tz	19.36669769	KX001	T	Naive T	blood	29	1903	830	927.4534314	25	34.79978152	872.666286526178	30.4700538434262
PD40521ua	14.87882392	KX001	T	Naive T	blood	29	1903	692	892.4279492	22	38.77740195	787.478933050006	31.7329813103019
PD40521ub	29.73554069	KX001	T	Naive T	blood	29	1903	863	864.1432607	35	35.16397189	863.427639531271	35.0847679380949
PD40521uc	20.65912154	KX001	T	Naive T	blood	29	1903	756	833.3404816	24	32.17334679	789.101546038957	28.5144507489068
PD40521ud	22.98640583	KX001	T	Naive T	blood	29	1903	815	863.6333525	33	38.59939959	835.023508618571	36.0367658704714
PD40521ue	24.06719467	KX001	T	Naive T	blood	29	1903	889	926.9801137	34	38.54267029	904.372892055349	36.4435813608673
PD40521uf	28.92880578	KX001	T	Naive T	blood	29	1903	855	859.8835202	47	47.68384323	856.845268742857	47.3554109718702
PD40521ug	29.69990765	KX001	T	Naive T	blood	29	1903	844	845.3003262	25	25.18630429	844.48660382568	25.0963354627834
PD40521uh	25.68528933	KX001	T	Naive T	blood	29	1903	764	788.5808534	35	38.10623298	773.709965671729	36.6511465036806
PD40521uj	39.32118614	KX001	T	Naive T	blood	29	1903	820	797.0317327	44	39.82639951	812.165833425903	41.9576327948504
PD40521uk	32.45043679	KX001	T	Naive T	blood	29	1903	864	855.0816918	43	41.61998689	860.766887047414	42.2986805928347
PD40521ul	18.09786151	KX001	T	Naive T	blood	29	1903	692	812.7709826	21	32.55027744	746.105494683342	27.5157717671139
PD40521um	21.50887053	KX001	T	Naive T	blood	29	1903	881	946.8413545	29	36.18334103	908.775149909739	32.9408502118358
PD40521un	22.69707598	KX001	T	Naive T	blood	29	1903	703	754.7482189	28	33.89648074	724.405695894438	31.2050025765273
PD40521uo	22.71161524	KX001	T	Naive T	blood	29	1903	624	675.5888866	24	29.88140453	645.334759068068	27.1964497636855
PD40521up	20.95188676	KX001	T	Naive T	blood	29	1903	676	749.2346076	23	30.82541817	707.187133595023	27.3121453136755
PD40521uq	22.64115049	KX001	T	Memory T	blood	29	1903	2103	2155.363922	67	72.95462012	2124.68004991203	70.2380004230856
PD40521ur	20.30323666	KX001	T	Memory T	blood	29	1903	1199	1281.546431	35	43.60625602	1234.54812794551	39.7672308697817
PD40521us	20.12077001	KX001	T	Memory T	blood	29	1903	904	989.3103618	44	52.83254094	940.855555713115	48.8998220748966
PD40521ut	22.44744341	KX001	T	Naive T	blood	29	1903	770	824.5313885	29	35.15780756	792.648807513004	32.3535096163733
PD40521uv	27.73812441	KX001	T	Memory T	blood	29	1903	1005	1016.171713	37	38.50830721	1009.28773560714	37.7902488095399
PD40521uw	21.59833046	KX001	T	Naive T	blood	29	1903	749	813.7029527	32	39.082587	776.253935938157	35.8828322654375
PD40521ux	22.62720056	KX001	T	Memory T	blood	29	1903	1373	1425.518187	61	66.96915758	1394.74884837241	64.2462551118342
PD40521uy	22.86430622	KX001	T	Naive T	blood	29	1903	815	864.9335966	34	39.72401846	835.599294233341	37.1072604708328
PD40521va	21.62721853	KX001	T	Memory T	blood	29	1903	994	1058.338144	33	40.05018848	1021.08715006233	36.8641903088471
PD40521vb	22.25334464	KX001	T	Memory T	blood	29	1903	926	982.758613	39	45.36425924	949.64897845526	42.4711700735355
PD40521vc	22.13050837	KX001	T	Naive T	blood	29	1903	747	805.19742	33	39.49640871	771.297587956629	36.5466392251156
PD40521vd	26.17485204	KX001	T	Memory T	blood	29	1903	936	957.0512479	44	46.70350513	944.256980741253	45.4320355145628
PD40521ve	20.36864177	KX001	T	Naive T	blood	29	1903	849	930.5715422	28	36.52586358	884.088365652073	32.7202008615882
PD40521vf	21.32298648	KX001	T	Memory T	blood	29	1903	1065	1133.249532	34	41.39477645	1093.88143230211	38.0628205672747
PD40521vk	16.6217133	KX001	T	Naive T	blood	29	1903	721	874.2039885	24	37.79794843	791.559227635526	31.8826800815273
PD40521vm	33.1242018	KX001	T	Memory T	blood	29	1903	987	976.0875525	49	47.28120144	983.072012654207	48.1300435267245
PD40521vn	30.1237598	KX001	T	Memory T	blood	29	1903	793	792.4783212	30	29.92432821	792.805786623003	29.9609787991274
PD40521vo	30.55661364	KX001	T	Memory T	blood	29	1903	1314	1311.718288	50	49.66489017	1313.1549388404	49.827676174652
PD40521vp	20.62696339	KX001	T	Naive T	blood	29	1903	778	855.8010834	32	40.21201296	811.317151907011	36.5369807236151
PD40521vq	22.30823161	KX001	T	Naive T	blood	29	1903	679	735.1230956	24	30.30558683	702.363108578997	27.4377015252327
PD40521vr	20.28250581	KX001	T	Naive T	blood	29	1903	699	781.8571676	24	32.63181639	734.694826129865	28.7821921699557
PD40521vs	25.95045655	KX001	T	Naive T	blood	29	1903	847	869.6412419	38	40.88634238	855.909369887145	39.5313387185019
PD40521vt	23.27710839	KX001	T	Memory T	blood	29	1903	742	787.6193899	25	30.30706035	760.695493771422	27.8718361474583
PD40521vu	26.34619324	KX001	T	Naive T	blood	29	1903	882	901.8679943	37	39.56586618	889.773814039143	38.357472329147
PD40521vv	28.67988113	KX001	T	Memory T	blood	29	1903	831	837.1189791	41	41.85042832	833.319499143745	41.4427260285348
PD40521vw	18.88013195	KX001	T	Memory T	blood	29	1903	1058	1163.944082	32	42.45227149	1104.7906051726	37.8578230085301
PD40521vx	17.45703803	KX001	T	Memory T	blood	29	1903	919	1053.090882	36	48.49684979	979.791196044946	43.0882282506439
PD40521vy	23.09607555	KX001	T	Naive T	blood	29	1903	822	869.4829218	43	48.48839462	841.515498529558	45.97406673773
PD40521vz	22.82670394	KX001	T	Naive T	blood	29	1903	770	820.3381907	32	37.7626167	790.77880766136	35.129117391122
PD40521wa	22.39750109	KX001	T	Memory T	blood	29	1903	1159	1214.099107	36	42.21065362	1181.9033016497	39.3835992838945
PD40521wb	23.70277166	KX001	T	Naive T	blood	29	1903	695	736.4064486	42	46.88985775	711.855229287787	44.6375511613006
PD40521wc	25.83791923	KX001	T	Naive T	blood	29	1903	720	743.4562674	29	31.97915347	729.245151330648	30.5818567252954
PD40521wd	23.01537654	KX001	T	Naive T	blood	29	1903	821	869.3278545	36	41.56999094	840.88847407389	39.0201462491159
PD40521we	25.73832206	KX001	T	Naive T	blood	29	1903	796	820.1875739	45	48.06191984	805.547219267792	46.6269693008749
PD40521wg	22.92243092	KX001	T	Memory T	blood	29	1903	954	1003.312051	51	56.66455812	974.323842843537	54.0736109235868
PD40521wj	22.4499912	KX001	T	Naive T	blood	29	1903	801	855.5025225	28	34.15511647	823.635875894175	31.3519778787126
PD40521wm	23.9927663	KX001	T	Naive T	blood	29	1903	813	851.6667865	28	32.61284289	828.668911330815	30.4827119278203
PD40521wn	20.61286973	KX001	T	Naive T	blood	29	1903	825	903.0035394	43	51.22898574	858.411974014006	47.5468733785132
PD40521wo	23.987969	KX001	T	Naive T	blood	29	1903	1040	1078.711271	42	46.61737844	1055.68810674799	44.4852423981404
PD40521wp	14.80226821	KX001	T	Naive T	blood	29	1903	779	981.7574011	20	36.91701571	875.734564505635	29.8206910488881
PD40521wq	21.73041278	KX001	T	Memory T	blood	29	1903	1618	1681.046137	58	64.93500535	1644.49740619843	61.7979711755217
PD40521ws	16.66893536	KX001	T	Naive T	blood	29	1903	684	836.0673256	20	33.72229639	753.972844234175	27.8362528889688
PD40667us	24.69077659	KX001	T	Naive T	spleen	29	1903	887	919.4804655	29	32.96925025	900.021811137788	31.1252574394206
PD40667ut	12.50069534	KX001	T	Naive T	spleen	29	1903	489	773.7876066	14	35.49360357	631.317110183746	26.7418464045196
PD40667uu	22.90988246	KX001	T	Naive T	spleen	29	1903	756	805.4458442	25	30.67737442	776.383103150918	28.0808617257456
PD40667uv	23.45988407	KX001	T	Naive T	spleen	29	1903	776	819.7818289	30	35.12635456	793.890485098656	32.7701999846279
PD40667uw	16.10337033	KX001	T	Memory T	spleen	29	1903	2151	2317.149949	72	86.64544007	2228.28440354549	80.4047036616544
PD40667ux	24.42044193	KX001	T	Naive T	spleen	29	1903	926	960.8100906	44	48.21469009	940.013360033058	46.2611935406576
PD40667uy	20.6056504	KX001	T	Naive T	spleen	29	1903	692	770.1074035	22	30.23768774	725.460632301554	26.5519460751161
PD40667uz	10.09721469	KX001	T	Naive T	spleen	29	1903	399	800.096711	5	32.1527804	609.76188524234	21.4660831368714
PD40667va	25.10693867	KX001	T	Memory T	spleen	29	1903	1473	1502.050276	78	81.60060201	1484.57392587159	79.9219881274386
PD40667vb	25.14838958	KX001	T	Naive T	spleen	29	1903	811	839.7186607	22	25.5644831	822.434734412425	23.9021317983991
PD40667vc	25.29711694	KX001	T	Naive T	spleen	29	1903	792	819.543405	28	31.43576888	802.942571128979	29.8314584176235
PD40667vd	22.35689106	KX001	T	Naive T	spleen	29	1903	640	695.5634655	26	32.25376494	663.111691259522	29.4081605699417
PD40667ve	29.05066821	KX001	T	Naive T	spleen	29	1903	799	803.2931046	35	35.60337008	800.619660295217	35.3133327063378
PD40667vf	23.31867429	KX001	T	Naive T	spleen	29	1903	547	592.1976612	24	29.26575659	565.510424822587	26.8485840348252
PD40667vg	21.13186671	KX001	T	Naive T	spleen	29	1903	637	707.7868778	30	37.61512738	667.052408482615	34.1902452231418
PD40667vh	33.36549387	KX001	T	Naive T	spleen	29	1903	747	735.4147843	43	41.16380452	742.840200905364	42.071954664701
PD40667vi	51.87735419	KX001	T	Naive T	spleen	29	1903	696	665.1886993	41	34.2240522	686.076474332741	37.8461578048181
PD40667vj	24.02446089	KX001	T	Naive T	spleen	29	1903	794	832.3735608	44	48.5829146	809.54243848188	46.466018300443
PD40667vk	21.73408533	KX001	T	Naive T	spleen	29	1903	861	924.0004816	23	29.93092244	887.476593455421	26.7956255251284
PD40667vl	34.27547695	KX001	T	Naive T	spleen	29	1903	795	781.0590525	31	28.73892021	790.039604901843	29.8632692356127
PD40667vm	26.01322404	KX001	T	Memory T	spleen	29	1903	1160	1182.191817	49	51.83490269	1168.72460642455	50.5033714235585
PD40667vn	9.571939874	KX001	T	Memory T	spleen	29	1903	1288	1719.72134	14	42.52506869	1517.40742035976	31.3860608091015
PD40667vo	8.329152907	KX001	T	Memory T	spleen	29	1903	1154	1667.06534	19	50.98555741	1434.02753662629	38.7329706051465
PD40667vp	15.21385937	KX001	T	Memory T	spleen	29	1903	1265	1455.501574	18	34.17535209	1355.15491814308	27.3557597071855
PD40667vq	33.99237821	KX001	T	Naive T	spleen	29	1903	782	768.7623274	35	32.86814117	777.27674741121	33.9264756373382
PD40667sc	7.31655614	KX002	B Memory	Memory B	spleen	38	1903	767	1852.685384	3	48.4398418	1148.00770851495	28.9491274229329
PD40667sd	21.93012273	KX002	CD4 naive	Naive T	spleen	38	1903	1070	1081.187474	51	54.94649003	1095.24646117357	57.584219063363
PD40667se	9.173346915	KX002	CD8 naive	Naive T	spleen	38	1903	498	1111.347163	18	52.34210636	775.24021627998	40.7852716990641
PD40667sf	33.99659517	KX002	CD4 naive	Naive T	spleen	38	1903	1191	1190.276034	54	53.21507113	1186.67364302198	51.4752301123041
PD40667sg	29.92322048	KX002	CD4 naive	Naive T	spleen	38	1903	1194	1194.024436	36	36.01995178	1194.11457493552	36.05275424123
PD40667sh	24.76271645	KX002	CD4 naive	Naive T	spleen	38	1903	1234	1238.091875	55	57.02188465	1246.3989968597	59.0163845860923
PD40667si	22.34041841	KX002	CD4 memory	Memory T	spleen	38	1903	1173	1182.741584	53	56.61674906	1195.98990879719	59.1931775168302
PD40667sj	26.62644509	KX002	CD4 memory	Memory T	spleen	38	1903	1204	1205.862098	56	57.12294676	1210.71323226947	58.4853559513337
PD40667sk	27.25232034	KX002	CD4 naive	Naive T	spleen	38	1903	874	875.3573516	37	37.87135627	879.167071420048	38.9973924886073
PD40667sl	23.16853172	KX002	CD4 memory	Memory T	spleen	38	1903	1332	1339.323819	58	61.00781332	1350.87950212166	63.4240656170479
PD40667sm	25.46676734	KX002	CD4 naive	Naive T	spleen	38	1903	1132	1135.097016	54	55.6536245	1142.04134004806	57.423951491352
PD40667sn	30.60899358	KX002	CD4 naive	Naive T	spleen	38	1903	1286	1285.825305	49	48.84933799	1285.14133904806	48.5875155123651
PD40667so	23.79339549	KX002	CD4 naive	Naive T	spleen	38	1903	1180	1185.866023	32	34.59415285	1196.13254433373	36.8610983480252
PD40667sp	19.12347834	KX002	CD4 naive	Naive T	spleen	38	1903	853	880.8930914	37	43.81017629	898.608229181419	46.4468470973446
PD40667sq	19.06033236	KX002	CD4 memory	Memory T	spleen	38	1903	2074	2102.459418	58	64.88888316	2120.1848282998	67.5151956580447
PD40667sr	23.80338203	KX002	CD4 naive	Naive T	spleen	38	1903	1040	1045.84492	42	44.58783947	1056.09092140326	46.8522194888068
PD40667ss	24.04291647	KX002	CD4 naive	Naive T	spleen	38	1903	1394	1399.357699	50	52.43910891	1409.11308973772	54.6403708527309
PD40667st	21.46822044	KX002	CD4 naive	Naive T	spleen	38	1903	845	858.04887	40	44.34182379	872.97848804484	47.0325489166449
PD40667su	16.69510432	KX002	CD4 naive	Naive T	spleen	38	1903	794	853.9412499	24	34.41832068	866.797155306742	36.2097120042148
PD40667sv	30.54932366	KX002	CD4 naive	Naive T	spleen	38	1903	1056	1055.841014	34	33.8635221	1055.22167347234	33.6274687204058
PD40667rx	7.141927074	KX002	B Memory	Memory B	spleen	38	1903	2489	3634.56474	17	63.64468673	2881.52128082954	43.2595157583625
PD40667ry	20.01272179	KX002	B Memory	Memory B	spleen	38	1903	1466	1486.98173	82	87.77467022	1504.1009927761	90.5032588691327
PD40667sw	28.68439835	KX002	CD4 memory	Memory T	spleen	38	1903	1519	1519.509887	53	53.37437807	1521.18103175128	53.9277602329473
PD40667sx	17.95520304	KX002	CD4 memory	Memory T	spleen	38	1903	1228	1268.375411	43	51.38902178	1285.32339336638	53.7410585510926
PD40667sy	24.48405502	KX002	CD4 naive	Naive T	spleen	38	1903	953	957.5490302	54	56.17828959	966.41128503941	58.2557273496039
PD40667sz	19.04181952	KX002	CD4 naive	Naive T	spleen	38	1903	1285	1313.627537	55	61.91209323	1331.35501852387	64.5352670797593
PD40667ta	24.73059855	KX002	CD4 naive	Naive T	spleen	38	1903	1335	1339.142591	40	42.03959218	1347.51328540735	44.0438280078349
PD40667tc	19.21231008	KX002	CD8 naive	Naive T	spleen	38	1903	1470	1497.114766	44	50.70066033	1514.80728937594	53.3510012573004
PD40667td	59.57181118	KX002	CD8 naive	Naive T	spleen	38	1903	858	856.9761048	39	37.23363171	849.167086188906	27.3581027638371
PD40667te	35.1993461	KX002	CD4 memory	Memory T	spleen	38	1903	1115	1114.18336	58	57.0547443	1109.84343380184	54.7943939790937
PD40667tf	22.68065162	KX002	CD4 naive	Naive T	spleen	38	1903	920	928.6733437	32	35.35773335	941.232224122552	37.8739586175292
PD40667tg	18.66741696	KX002	CD4 naive	Naive T	spleen	38	1903	984	1016.241181	26	33.39506556	1033.9122271634	35.944561527215
PD40667th	23.1528681	KX002	CD4 naive	Naive T	spleen	38	1903	1319	1326.364078	40	43.01866952	1337.95210479739	45.4383678575489
PD40667ti	25.74223764	KX002	CD4 naive	Naive T	spleen	38	1903	1014	1016.762678	39	40.51941375	1023.19158199304	42.1968580365085
PD40667tj	17.88765502	KX002	CD4 naive	Naive T	spleen	38	1903	942	983.2433071	53	61.48870089	1000.07303435413	63.817838847185
PD40667tk	25.63920962	KX002	CD4 naive	Naive T	spleen	38	1903	1344	1346.884424	50	51.56898624	1353.50483961786	53.2814864713461
PD40667tl	44.64954519	KX002	CD4 naive	Naive T	spleen	38	1903	1277	1275.987369	55	53.42499413	1268.87714402566	47.4855152779385
PD40667tm	28.10178148	KX002	CD8 naive	Naive T	spleen	38	1903	799	799.8104712	31	31.56426821	802.310601073826	32.3552094161002
PD40667tn	21.68847274	KX002	CD4 memory	Memory T	spleen	38	1903	1889	1901.128323	55	59.15002671	1915.64950999363	61.8176879830459
PD40667rr	8.23173468	KX002	B Memory	Memory B	spleen	38	1903	1038	1857.393861	25	64.59881663	1363.85482641165	49.3590212517519
PD40667to	16.67943357	KX002	CD4 naive	Naive T	spleen	38	1903	1042	1102.235384	39	49.44595019	1115.0107690324	51.2284669700006
PD40667tp	27.18096859	KX002	CD4 naive	Naive T	spleen	38	1903	1020	1021.410116	34	34.89890439	1025.33530248801	36.0523785932325
PD40667tq	19.90841163	KX002	CD4 naive	Naive T	spleen	38	1903	1255	1276.69818	42	47.88937405	1293.92510946967	50.6121359204121
PD40667tr	19.52006924	KX002	CD4 naive	Naive T	spleen	38	1903	930	954.5767208	36	42.33191278	972.122357141849	45.0216823644233
PD40667ts	24.12330738	KX002	CD4 naive	Naive T	spleen	38	1903	1291	1296.202051	48	50.39033355	1305.79356712625	52.5697456521673
PD40667tt	23.64604064	KX002	CD4 naive	Naive T	spleen	38	1903	933	939.185027	42	44.68836903	949.754793207451	46.9925340195104
PD40667tu	31.37109033	KX002	CD4 naive	Naive T	spleen	38	1903	1209	1208.648053	49	48.67852007	1207.18258327174	48.0859095805666
PD40667tv	19.8116804	KX002	CD4 naive	Naive T	spleen	38	1903	846	868.3834099	31	36.99729821	885.702263864402	39.7135284141752
PD40667tw	25.54545584	KX002	CD4 naive	Naive T	spleen	38	1903	937	939.9986086	34	35.61474122	946.794611507257	37.3588145806293
PD40667rv	15.5141286	KX002	B Naive	Naive B	spleen	38	1903	1257	1343.598567	32	44.68593955	1347.56646240106	45.6581903849004
PD40667ty	27.81803418	KX002	CD4 memory	Memory T	spleen	38	1903	990	990.9775246	55	55.66268968	993.901729928845	56.5671871442937
PD40667wa	11.57255198	KX002	CD4 Naive	Naive T	blood	38	1903	935	1228.007655	26	49.77155091	1117.9403885647	45.044567195179
PD40667wc	28.9504947	KX002	CD4 Memory	Memory T	blood	38	1903	1458	1458.389506	61	61.29281863	1459.70049990497	61.7359696591215
PD40667vt	10.62670865	KX002	B Memory	Memory B	blood	38	1903	1254	1646.130056	44	71.50833628	1469.69180983696	64.474633265823
PD40667vu	11.73824872	KX002	B Memory	Memory B	blood	38	1903	6109	6387.417753	143	166.1678094	6286.71562587803	161.799811684806
PD40667vw	11.51407162	KX002	B Naive	Naive B	blood	38	1903	755	1053.33678	11	34.98810006	939.819097662613	30.1313552115356
PD40667vx	14.28131834	KX002	B Naive	Naive B	blood	38	1903	1190	1316.933023	46	61.50353671	1303.25137934515	61.2485186608496
PD40667vy	11.31587945	KX002	B Memory	Memory B	blood	38	1903	1172	1489.126365	41	65.73573672	1363.32408978683	60.4270694284677
PD40667vz	20.20077784	KX002	CD4 Naive	Naive T	blood	38	1903	879	898.7466675	35	40.57218621	915.650944809541	43.3081648511664
PD40667wd	23.3384382	KX002	CD4 Naive	Naive T	blood	38	1903	1205	1211.899348	49	51.89161972	1223.10404497984	54.2695308455102
PD40667we	22.38779392	KX002	CD4 Naive	Naive T	blood	38	1903	1134	1143.586064	50	53.57991606	1156.7391464647	56.1484551714246
PD40667wf	25.34343147	KX002	CD4 Naive	Naive T	blood	38	1903	930	933.2561258	47	48.71546459	940.434627841996	50.5264783099101
PD40667wg	13.72407382	KX002	CD4 Naive	Naive T	blood	38	1903	1105	1255.819597	25	41.95111392	1230.13792427803	40.9947088226298
PD40667wh	16.57466753	KX002	CD4 Naive	Naive T	blood	38	1903	934	996.2386907	33	43.63228795	1008.45336312872	45.3541745403774
PD40667wi	22.11160419	KX002	CD4 Naive	Naive T	blood	38	1903	1175	1185.52541	54	57.79823006	1199.22929375079	60.4104265823477
PD40667wj	12.0515425	KX002	CD8 Naive	Naive T	blood	38	1903	633	885.7810498	12	34.06497454	801.22256636378	30.3416451770907
PD40667wk	14.00950929	KX002	CD4 Memory	Memory T	blood	38	1903	1698	1836.074197	40	56.19509776	1816.91150501298	55.6103190014003
PD40667wl	8.49367828	KX002	CD4 Memory	Memory T	blood	38	1903	668	1423.972358	13	51.06409404	979.556476744676	36.9149881576196
PD40667wm	17.311107	KX002	CD4 Naive	Naive T	blood	38	1903	1150	1199.431901	43	52.38020895	1214.8268476362	54.4820878969996
PD40667wo	17.90507803	KX002	CD8 Naive	Naive T	blood	38	1903	1029	1070.01772	25	33.46289712	1086.87886731535	35.7980137566292
PD40667wp	18.52724929	KX002	CD4 Memory	Memory T	blood	38	1903	1606	1639.704602	51	58.58269635	1657.30211319464	61.0994479820048
PD40667hb	14.84577852	KX002	HSC	HSC	bonemarrow	38	2022	629	735.565298	0	14.15115699	731.285160155702	14.5101823269333
PD40667hd	15.87068787	KX002	HSC	HSC	bonemarrow	38	2022	706	783.5092469	2	13.96015711	790.828500177615	15.2133055763392
PD40667hl	16.17013441	KX002	HSC	HSC	bonemarrow	38	2022	627	697.6084162	3	14.37881511	707.26616686728	15.844771570402
PD40667ig	15.56361966	KX002	HSC	HSC	bonemarrow	38	2022	687	772.2766816	1	13.5829549	776.749500558156	14.5960424990152
PD40667jh	16.309255	KX002	HSC	HSC	bonemarrow	38	2022	693	760.6119824	0	11.11715208	771.222757618128	12.6751161562035
PD40667jk	16.28619051	KX002	HSC	HSC	bonemarrow	38	2022	652	720.0999308	0	11.16016927	730.558254169796	12.7031740698155
PD40667kc	14.95434828	KX002	HSC	HSC	bonemarrow	38	2022	669	772.036701	2	15.90342961	769.291644780161	16.3701572165463
PD40667kv	15.01408942	KX002	HSC	HSC	bonemarrow	38	2022	652	753.1446666	0	13.76876122	751.209983089586	14.2933779055716
PD40667lb	15.89951492	KX002	HSC	HSC	bonemarrow	38	2022	695	771.8169698	0	11.90309397	779.379324498899	13.1776265768748
PD40667nt	15.90408793	KX002	HSC	HSC	bonemarrow	38	2022	655	731.7077119	1	12.89406349	739.308267161877	14.1719705540584
PD43974ad	12.50469491	KX003	HSC	HSC	bonemarrow	81	2129	1094	1362.534346	34	78.43076107	1204.70769770785	58.1741103111552
PD43974at	13.31507141	KX003	HSC	HSC	bonemarrow	81	2129	1430	1668.849257	27	69.16269189	1518.45117005043	49.0747056611409
PD43974bc	8.520906295	KX003	HSC	HSC	bonemarrow	81	2129	973	1442.170318	36	91.90320535	1305.14941259724	72.9350829240497
PD43974bl	15.00101512	KX003	HSC	HSC	bonemarrow	81	2129	1416	1602.160855	43	80.51339585	1471.35054716006	61.1516439702625
PD43974bz	11.97524134	KX003	HSC	HSC	bonemarrow	81	2129	1151	1440.666354	27	72.92441089	1279.16285151795	52.627465873457
